trip_id,start_date,subscriber_type,start_station_name,start_station_id,landmark,name,station_id
1075615,2016-01-29 02:55:00.000000 UTC,Subscriber,Sequoia Hospital,21,Redwood City,Franklin at Maple,21
1077375,2016-02-01 07:58:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1063239,2016-01-16 18:11:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1101147,2016-02-22 15:05:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1094674,2016-02-16 12:19:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1098960,2016-02-19 15:01:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1067095,2016-01-21 10:43:00.000000 UTC,Subscriber,Redwood City Public Library,24,Redwood City,Redwood City Public Library,24
1096574,2016-02-17 17:12:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1099132,2016-02-19 17:10:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1091997,2016-02-12 17:08:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1097828,2016-02-18 17:07:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1073523,2016-01-27 17:04:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1104577,2016-02-24 17:09:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1058776,2016-01-12 17:06:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1064629,2016-01-19 17:05:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1070385,2016-01-25 16:58:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1095059,2016-02-16 17:11:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1068400,2016-01-22 16:52:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1052160,2016-01-05 17:10:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1109848,2016-02-29 17:07:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1090544,2016-02-11 17:07:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1106156,2016-02-25 17:06:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1085875,2016-02-08 17:00:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1071957,2016-01-26 17:04:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1083532,2016-02-05 17:07:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1087449,2016-02-09 17:10:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1079384,2016-02-02 17:06:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1103055,2016-02-23 17:10:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1063948,2016-01-18 17:01:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1080796,2016-02-03 17:05:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1061462,2016-01-14 17:03:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1101385,2016-02-22 17:02:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1097991,2016-02-18 18:04:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1076282,2016-01-29 17:05:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1057310,2016-01-11 17:07:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1078149,2016-02-01 17:00:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1066102,2016-01-20 17:13:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1060171,2016-01-13 16:59:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1055531,2016-01-08 17:00:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1088918,2016-02-10 17:04:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1067501,2016-01-21 16:59:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1107584,2016-02-26 17:10:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1083698,2016-02-05 18:00:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1080463,2016-02-03 12:18:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1073273,2016-01-27 14:38:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1075015,2016-01-28 16:27:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1106031,2016-02-25 16:29:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1090453,2016-02-11 16:30:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1102924,2016-02-23 16:26:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1065926,2016-01-20 16:25:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1104428,2016-02-24 16:24:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1102923,2016-02-23 16:26:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1101290,2016-02-22 16:28:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1074977,2016-01-28 16:08:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1065932,2016-01-20 16:26:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1085729,2016-02-08 16:06:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1060085,2016-01-13 16:28:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1088788,2016-02-10 16:08:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1105990,2016-02-25 16:08:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1080655,2016-02-03 16:07:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1057149,2016-01-11 16:05:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1086123,2016-02-08 18:08:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1066107,2016-01-20 17:14:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1099283,2016-02-19 18:17:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1080819,2016-02-03 17:11:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1055740,2016-01-08 18:06:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1096583,2016-02-17 17:14:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1060238,2016-01-13 17:13:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1088953,2016-02-10 17:11:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1075347,2016-01-28 18:08:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1101652,2016-02-22 18:13:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1095063,2016-02-16 17:12:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1067823,2016-01-21 18:57:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1057547,2016-01-11 18:13:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1073560,2016-01-27 17:11:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1106396,2016-02-25 18:15:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1092202,2016-02-12 18:18:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1090569,2016-02-11 17:12:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1062879,2016-01-15 18:07:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1061473,2016-01-14 17:11:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1083721,2016-02-05 18:14:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1054258,2016-01-07 17:12:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1098120,2016-02-18 19:01:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1076299,2016-01-29 17:13:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1107599,2016-02-26 17:14:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1104593,2016-02-24 17:12:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1078409,2016-02-01 18:21:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1053035,2016-01-06 17:11:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1057583,2016-01-11 18:30:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1081463,2016-02-04 08:16:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1085050,2016-02-08 08:15:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1077436,2016-02-01 08:11:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1061786,2016-01-15 07:30:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1068089,2016-01-22 08:12:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1100489,2016-02-22 08:16:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1106786,2016-02-26 08:14:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1097045,2016-02-18 08:16:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1069586,2016-01-25 08:12:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1059438,2016-01-13 08:12:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1082788,2016-02-05 08:13:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1060330,2016-01-13 17:42:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1085545,2016-02-08 12:43:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1051112,2016-01-04 13:34:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1059847,2016-01-13 12:21:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1087051,2016-02-09 11:59:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1096319,2016-02-17 13:10:00.000000 UTC,Subscriber,Redwood City Public Library,24,Redwood City,Redwood City Public Library,24
1065726,2016-01-20 13:04:00.000000 UTC,Subscriber,Redwood City Public Library,24,Redwood City,Redwood City Public Library,24
1104785,2016-02-24 18:06:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1091891,2016-02-12 16:29:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1091893,2016-02-12 16:29:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1082129,2016-02-04 16:27:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1107246,2016-02-26 13:00:00.000000 UTC,Subscriber,Stanford in Redwood City,25,Redwood City,Stanford in Redwood City,25
1076126,2016-01-29 13:42:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1090151,2016-02-11 12:13:00.000000 UTC,Subscriber,Kaiser Hospital,26,Redwood City,Redwood City Medical Center,26
1060759,2016-01-14 07:56:00.000000 UTC,Subscriber,Mezes,83,Redwood City,Mezes Park,83
1099264,2016-02-19 18:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1065671,2016-01-20 12:07:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1096282,2016-02-17 12:35:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1058396,2016-01-12 11:33:00.000000 UTC,Subscriber,San Mateo County Center,23,Redwood City,San Mateo County Center,23
1108107,2016-02-27 11:46:00.000000 UTC,Subscriber,Redwood City Public Library,24,Redwood City,Redwood City Public Library,24
1082597,2016-02-04 21:41:00.000000 UTC,Subscriber,Redwood City Public Library,24,Redwood City,Redwood City Public Library,24
1069514,2016-01-25 07:56:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1106738,2016-02-26 08:00:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1079972,2016-02-03 07:56:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1089902,2016-02-11 09:19:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1096974,2016-02-18 07:56:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1075714,2016-01-29 07:56:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1094129,2016-02-16 07:56:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
1071102,2016-01-26 08:01:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22,Redwood City,Redwood City Caltrain Station,22
